TIME,INFLOW (m3/s),OUTFLOW (m3/s),
    0,    21.00000000,    21.00000000,
    1,    21.00000000,    21.00000000,
    2,    21.00000000,    21.00000000,
    3,    21.00000000,    21.00000000,
    4,    21.00000000,    21.00000000,
    5,    21.00000000,    21.00000000,
    6,    10.00000000,    21.00000000,
    7,    10.00000000,    15.50000000,
    8,    20.00000000,    12.75000000,
    9,    38.00000000,    16.37500000,
   10,    20.00000000,    27.18750000,
   11,    10.00000000,    23.59375000,
   12,    10.00000000,    16.79687500,
   13,    10.00000000,    13.39843750,
   14,    10.00000000,    11.69921875,
   15,    10.00000000,    10.84960938,
   16,    10.00000000,    10.42480469,
   17,    10.00000000,    10.21240234,
   18,   204.00000000,    10.10620117,
   19,   606.00000000,   107.05310059,
   20,   606.00000000,   356.52655029,
   21,   606.00000000,   481.26327515,
   22,    20.00000000,   543.63163757,
   23,    10.00000000,   281.81581879,
   24,    10.00000000,   145.90790939,
   25,    10.00000000,    77.95395470,
   26,    10.00000000,    43.97697735,
   27,    10.00000000,    26.98848867,
   28,    10.00000000,    18.49424434,
   29,    10.00000000,    14.24712217,
   30,    10.00000000,    12.12356108,
   31,    43.00000000,    11.06178054,
   32,    43.00000000,    27.03089027,
   33,    43.00000000,    35.01544514,
   34,    13.00000000,    39.00772257,
   35,    10.00000000,    26.00386128,
   36,    20.00000000,    18.00193064,
   37,    43.00000000,    19.00096532,
   38,    10.00000000,    31.00048266,
   39,   165.00000000,    20.50024133,
   40,   165.00000000,    92.75012067,
   41,   190.00000000,   128.87506033,
   42,   147.00000000,   159.43753017,
   43,   147.00000000,   153.21876508,
   44,    70.00000000,   150.10938254,
   45,    70.00000000,   110.05469127,
   46,    17.00000000,    90.02734564,
   47,    10.00000000,    53.51367282,
   48,    10.00000000,    31.75683641,
   49,    10.00000000,    20.87841820,
   50,    10.00000000,    15.43920910,
   51,    10.00000000,    12.71960455,
   52,    10.00000000,    11.35980228,
   53,    10.00000000,    10.67990114,
   54,    10.00000000,    10.33995057,
   55,    18.00000000,    10.16997528,
   56,    10.00000000,    14.08498764,
   57,    10.00000000,    12.04249382,
   58,    10.00000000,    11.02124691,
   59,   147.00000000,    10.51062346,
   60,   156.00000000,    78.75531173,
   61,    18.00000000,   117.37765586,
   62,    18.00000000,    67.68882793,
   63,    18.00000000,    42.84441397,
   64,    10.00000000,    30.42220698,
