TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
  216,   237.47089883,641772.24912443,   210.23906603,     0.00001048,
  217,   123.73544942,642422.42051339,   210.25137056,     0.00001050,
  218,    66.86772471,642765.50618907,   210.25786348,     0.00001052,
  219,    38.43386235,642955.04900809,   210.26145059,     0.00001052,
  220,    24.21693118,643067.82039872,   210.26358479,     0.00001053,
  221,    17.10846559,643142.20607515,   210.26499254,     0.00001053,
  222,    13.55423279,643197.39889427,   210.26603707,     0.00001053,
  223,    11.77711640,642890.19528495,   210.26022323,   196.00001052,
  224,    10.88855820,642225.39346119,   210.24764181,   196.00001050,
  225,    10.44427910,641558.19253064,   210.23501500,   196.00001047,
  226,    10.22213955,640855.59204670,   210.22171824,   215.00001044,
  227,    10.11106977,640505.19178606,   210.21508690,     0.00001043,
  228,    10.05553489,640188.69163686,   210.20909712,   196.00001042,
  229,    10.02776744,639872.04154359,   210.20310450,     0.00001041,
  230,    10.01388372,639908.11647807,   210.20378722,     0.00001041,
  231,    10.00694186,639944.15392686,   210.20446923,     0.00001041,
  232,    10.00347093,639980.17263237,   210.20515088,     0.00001041,
  233,    10.00173547,640016.18196646,   210.20583236,     0.00001041,
  234,   165.00086773,640028.78661462,   210.20607090,   168.00001041,
  235,   166.50043387,640020.68892003,   210.20591766,   168.00001041,
  236,   240.75021693,640148.94005385,   210.20834482,   168.00001042,
  237,   277.87510847,640477.66560188,   210.21456597,   168.00001043,
  238,   222.93755423,640774.32835723,   210.22018032,   168.00001044,
  239,   268.96877712,641054.95971623,   210.22549129,   168.00001045,
  240,   218.48438856,641327.57537685,   210.23065056,   168.00001046,
  241,   266.74219428,641898.58318828,   210.24145691,     0.00001048,
  242,   138.37109714,642627.78707522,   210.25525714,     0.00001051,
  243,    74.18554857,643010.38899959,   210.26249790,     0.00001052,
  244,    42.09277428,643219.68994268,   210.26645893,     0.00001053,
  245,    26.04638714,642989.54039534,   210.26210334,   196.00001052,
  246,    18.02319357,642363.26560258,   210.25025105,   196.00001050,
  247,    18.51159679,641723.42818731,   210.23814209,   196.00001048,
  248,   107.25579839,641244.20946101,   210.22907285,   196.00001046,
  249,   151.62789920,641004.60007919,   210.22453823,   196.00001045,
  250,   247.31394960,641017.09536961,   210.22477470,   196.00001045,
  251,   221.65697480,641155.64299573,   210.22739673,   196.00001045,
  252,   208.82848740,641224.91678990,   210.22870774,   196.00001046,
  253,   202.41424370,641259.55366811,   210.22936324,   196.00001046,
