TIME,INFLOW (m3/s),OUTFLOW (m3/s),
    0,   147.00000000,   147.00000000,
    1,   294.00000000,   147.00000000,
    2,   294.00000000,   220.50000000,
    3,   294.00000000,   257.25000000,
    4,   294.00000000,   275.62500000,
    5,   147.00000000,   284.81250000,
    6,   165.00000000,   215.90625000,
    7,     0.00000000,   190.45312500,
    8,     0.00000000,    95.22656250,
    9,     0.00000000,    47.61328125,
   10,    83.00000000,    23.80664062,
   11,    83.00000000,    53.40332031,
   12,   165.00000000,    68.20166016,
   13,   165.00000000,   116.60083008,
   14,   356.00000000,   140.80041504,
   15,   356.00000000,   248.40020752,
   16,   231.00000000,   302.20010376,
   17,   195.00000000,   266.60005188,
   18,    48.00000000,   230.80002594,
   19,    48.00000000,   139.40001297,
   20,   225.00000000,    93.70000648,
   21,   372.00000000,   159.35000324,
   22,   372.00000000,   265.67500162,
   23,   147.00000000,   318.83750081,
   24,   294.00000000,   232.91875041,
   25,   294.00000000,   263.45937520,
   26,     0.00000000,   278.72968760,
   27,     0.00000000,   139.36484380,
   28,     0.00000000,    69.68242190,
   29,     0.00000000,    34.84121095,
   30,     0.00000000,    17.42060548,
   31,   312.00000000,     8.71030274,
   32,   303.00000000,   160.35515137,
   33,   228.00000000,   231.67757568,
   34,    84.00000000,   229.83878784,
   35,     9.00000000,   156.91939392,
   36,    83.00000000,    82.95969696,
   37,    84.00000000,    82.97984848,
   38,   213.00000000,    83.48992424,
   39,    66.00000000,   148.24496212,
   40,    66.00000000,   107.12248106,
   41,   190.00000000,    86.56124053,
   42,   294.00000000,   138.28062027,
   43,   294.00000000,   216.14031013,
   44,   294.00000000,   255.07015507,
   45,   312.00000000,   274.53507753,
   46,   312.00000000,   293.26753877,
   47,   312.00000000,   302.63376938,
   48,   147.00000000,   307.31688469,
   49,   147.00000000,   227.15844235,
   50,   147.00000000,   187.07922117,
   51,     0.00000000,   167.03961059,
   52,     0.00000000,    83.51980529,
   53,     0.00000000,    41.75990265,
   54,     0.00000000,    20.87995132,
   55,     0.00000000,    10.43997566,
   56,    83.00000000,     5.21998783,
   57,    83.00000000,    44.10999392,
   58,   230.00000000,    63.55499696,
   59,   190.00000000,   146.77749848,
   60,   230.00000000,   168.38874924,
   61,   283.00000000,   199.19437462,
   62,   189.00000000,   241.09718731,
   63,   189.00000000,   215.04859365,
   64,   110.00000000,   202.02429683,
   65,   165.00000000,   156.01214841,
   66,   294.00000000,   160.50607421,
   67,   459.00000000,   227.25303710,
   68,   459.00000000,   343.12651855,
   69,   165.00000000,   401.06325928,
   70,   165.00000000,   283.03162964,
   71,   312.00000000,   224.01581482,
   72,   294.00000000,   268.00790741,
   73,   147.00000000,   281.00395370,
   74,     0.00000000,   214.00197685,
   75,     0.00000000,   107.00098843,
   76,     0.00000000,    53.50049421,
   77,     0.00000000,    26.75024711,
   78,     0.00000000,    13.37512355,
   79,     0.00000000,     6.68756178,
   80,     0.00000000,     3.34378089,
   81,     0.00000000,     1.67189044,
   82,    83.00000000,     0.83594522,
   83,     0.00000000,    41.91797261,
   84,     0.00000000,    20.95898631,
   85,     0.00000000,    10.47949315,
   86,     0.00000000,     5.23974658,
   87,    43.00000000,     2.61987329,
   88,   337.00000000,    22.80993664,
   89,   190.00000000,   179.90496832,
   90,   441.00000000,   184.95248416,
   91,   147.00000000,   312.97624208,
   92,     0.00000000,   229.98812104,
   93,     0.00000000,   114.99406052,
   94,   230.00000000,    57.49703026,
   95,   230.00000000,   143.74851513,
   96,   147.00000000,   186.87425757,
   97,   147.00000000,   166.93712878,
   98,   147.00000000,   156.96856439,
   99,     0.00000000,   151.98428220,
  100,     0.00000000,    75.99214110,
  101,     0.00000000,    37.99607055,
  102,     0.00000000,    18.99803527,
  103,     0.00000000,     9.49901764,
  104,     0.00000000,     4.74950882,
  105,     0.00000000,     2.37475441,
  106,    83.00000000,     1.18737720,
  107,   230.00000000,    42.09368860,
  108,   377.00000000,   136.04684430,
  109,   230.00000000,   256.52342215,
  110,   230.00000000,   243.26171108,
  111,   230.00000000,   236.63085554,
  112,   190.00000000,   233.31542777,
  113,   147.00000000,   211.65771388,
  114,   294.00000000,   179.32885694,
  115,   165.00000000,   236.66442847,
  116,   165.00000000,   200.83221424,
  117,   165.00000000,   182.91610712,
  118,   165.00000000,   173.95805356,
  119,   312.00000000,   169.47902678,
  120,   202.00000000,   240.73951339,
  121,   147.00000000,   221.36975669,
  122,     0.00000000,   184.18487835,
  123,     0.00000000,    92.09243917,
  124,     0.00000000,    46.04621959,
  125,     0.00000000,    23.02310979,
  126,     0.00000000,    11.51155490,
  127,     0.00000000,     5.75577745,
  128,    18.00000000,     2.87788872,
  129,    18.00000000,    10.43894436,
  130,    18.00000000,    14.21947218,
  131,    18.00000000,    16.10973609,
  132,   165.00000000,    17.05486805,
  133,   165.00000000,    91.02743402,
  134,   183.00000000,   128.01371701,
  135,   330.00000000,   155.50685851,
  136,   610.00000000,   242.75342925,
  137,   606.00000000,   426.37671463,
  138,   523.00000000,   516.18835731,
  139,   147.00000000,   519.59417866,
  140,   165.00000000,   333.29708933,
  141,   230.00000000,   249.14854466,
  142,   638.00000000,   239.57427233,
  143,   441.00000000,   438.78713617,
  144,   441.00000000,   439.89356808,
  145,     0.00000000,   440.44678404,
  146,     0.00000000,   220.22339202,
  147,     0.00000000,   110.11169601,
  148,     0.00000000,    55.05584801,
  149,     0.00000000,    27.52792400,
  150,   147.00000000,    13.76396200,
  151,     0.00000000,    80.38198100,
  152,     0.00000000,    40.19099050,
  153,    18.00000000,    20.09549525,
  154,   312.00000000,    19.04774763,
  155,   606.00000000,   165.52387381,
  156,   588.00000000,   385.76193691,
  157,   467.00000000,   486.88096845,
  158,   373.00000000,   476.94048423,
  159,   226.00000000,   424.97024211,
  160,   165.00000000,   325.48512106,
  161,   312.00000000,   245.24256053,
  162,   165.00000000,   278.62128026,
  163,   147.00000000,   221.81064013,
  164,   165.00000000,   184.40532007,
  165,   312.00000000,   174.70266003,
  166,   165.00000000,   243.35133002,
  167,   230.00000000,   204.17566501,
  168,   230.00000000,   217.08783250,
  169,     0.00000000,   223.54391625,
  170,     0.00000000,   111.77195813,
  171,     0.00000000,    55.88597906,
  172,     0.00000000,    27.94298953,
  173,     0.00000000,    13.97149477,
  174,     0.00000000,     6.98574738,
  175,     0.00000000,     3.49287369,
  176,    18.00000000,     1.74643685,
  177,    18.00000000,     9.87321842,
  178,   312.00000000,    13.93660921,
  179,   441.00000000,   162.96830461,
  180,   441.00000000,   301.98415230,
  181,   165.00000000,   371.49207615,
  182,    18.00000000,   268.24603808,
  183,   459.00000000,   143.12301904,
  184,   459.00000000,   301.06150952,
  185,   312.00000000,   380.03075476,
  186,   441.00000000,   346.01537738,
  187,   294.00000000,   393.50768869,
  188,   165.00000000,   343.75384434,
  189,    18.00000000,   254.37692217,
  190,   165.00000000,   136.18846109,
  191,   312.00000000,   150.59423054,
  192,   312.00000000,   231.29711527,
  193,   147.00000000,   271.64855764,
  194,     0.00000000,   209.32427882,
  195,     0.00000000,   104.66213941,
  196,     0.00000000,    52.33106970,
  197,    18.00000000,    26.16553485,
  198,    18.00000000,    22.08276743,
  199,    18.00000000,    20.04138371,
  200,     0.00000000,    19.02069186,
  201,    18.00000000,     9.51034593,
  202,    18.00000000,    13.75517296,
  203,   147.00000000,    15.87758648,
  204,   147.00000000,    81.43879324,
  205,   165.00000000,   114.21939662,
  206,    18.00000000,   139.60969831,
  207,   165.00000000,    78.80484916,
  208,   312.00000000,   121.90242458,
  209,   312.00000000,   216.95121229,
  210,   441.00000000,   264.47560614,
  211,   524.00000000,   352.73780307,
  212,   312.00000000,   438.36890154,
  213,   230.00000000,   375.18445077,
  214,   312.00000000,   302.59222538,
  215,   312.00000000,   307.29611269,
  216,   147.00000000,   309.64805635,
  217,   147.00000000,   228.32402817,
  218,   147.00000000,   187.66201409,
  219,     0.00000000,   167.33100704,
  220,     0.00000000,    83.66550352,
  221,   147.00000000,    41.83275176,
  222,     0.00000000,    94.41637588,
  223,    18.00000000,    47.20818794,
  224,    18.00000000,    32.60409397,
  225,    18.00000000,    25.30204699,
  226,   312.00000000,    21.65102349,
  227,   459.00000000,   166.82551175,
  228,   294.00000000,   312.91275587,
  229,   294.00000000,   303.45637794,
  230,   156.00000000,   298.72818897,
  231,   102.00000000,   227.36409448,
  232,   378.00000000,   164.68204724,
  233,   378.00000000,   271.34102362,
