TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
   31,    11.26657912,641103.32455015,   210.22640660,   165.00001045,
   32,   163.69123048,640311.24856982,   210.21141651,   450.00001042,
   33,   235.79345752,639016.12097067,   210.18690615,   669.00001037,
   34,   234.69525155,637713.80060966,   210.16225966,   525.00001032,
   35,   162.45368615,636673.66866035,   210.14257511,   450.00001029,
   36,    89.09660597,635902.45914907,   210.12797992,   230.00001026,
   37,    89.62247571,634865.15345912,   210.10834885,   525.00001022,
   38,    90.53491122,633596.43671885,   210.08433832,   360.00001017,
   39,   155.61525142,632743.50697497,   210.06819657,   360.00001014,
   40,   114.75993354,631934.18227151,   210.05288006,   360.00001011,
   41,    94.41832975,631320.70310920,   210.04126993,   190.00001008,
   42,   146.32366244,631412.03865875,   210.04299846,     0.00001009,
   43,   224.33742103,632079.22857250,   210.05562507,     0.00001011,
   44,   263.39364937,632957.14446295,   210.07223968,     0.00001014,
   45,   282.96280701,633643.58604778,   210.08523062,   165.00001017,
   46,   301.78104654,634102.12494772,   210.09390850,   165.00001019,
   47,   311.21875138,634611.52454732,   210.10354891,   165.00001021,
   48,   315.96023654,635443.44668878,   210.11929309,     0.00001024,
   49,   235.81756377,636436.64669245,   210.13808945,     0.00001028,
   50,   195.67707245,637213.33700045,   210.15278836,     0.00001031,
   51,   175.47597954,637881.41245688,   210.16543173,     0.00001033,
   52,    91.65945118,638362.25619501,   210.17453172,     0.00001035,
   53,    49.43338989,638616.22327174,   210.17933806,     0.00001036,
   54,    27.93892013,638755.49339269,   210.18197376,     0.00001036,
   55,    16.79096771,638836.00715369,   210.18349749,     0.00001037,
   56,    10.82192676,638471.71032651,   210.17660315,   230.00001035,
   57,    48.96075718,637751.31912053,   210.16296970,   230.00001033,
   58,    67.69104670,637133.29233034,   210.15127351,   230.00001030,
   59,   150.25901983,636769.60241289,   210.14439066,   190.00001029,
   60,   171.28809571,636592.38718400,   210.14103685,   230.00001028,
   61,   201.60508168,636075.59486618,   210.13125653,   430.00001026,
   62,   243.11909996,634968.09835625,   210.11029709,   630.00001022,
   63,   216.75600655,633527.87351117,   210.08304076,   630.00001017,
   64,   203.47307286,632423.08581757,   210.06213259,   404.00001012,
   65,   157.24778482,632048.18332480,   210.05503753,   165.00001011,
   66,   161.56054782,632325.03828715,   210.06027703,     0.00001012,
   67,   228.15702852,632729.52988795,   210.06793206,   165.00001014,
   68,   343.90706860,633165.24522637,   210.07617799,   165.00001015,
   69,   401.74200061,633913.41351422,   210.09033712,   165.00001018,
   70,   283.62658948,634553.07693952,   210.10244279,   165.00001020,
   71,   224.54096426,634873.77849964,   210.10851208,   165.00001022,
   72,   268.47604578,635464.20908095,   210.11968602,     0.00001024,
   73,   281.42803499,636454.03638960,   210.13841855,     0.00001028,
   74,   214.39675438,637346.52097341,   210.15530888,     0.00001031,
   75,   107.38195961,637925.72262160,   210.16627030,     0.00001033,
   76,    53.88513320,638216.00335156,   210.17176388,     0.00001034,
   77,    27.15878237,638361.88236231,   210.17452465,     0.00001035,
   78,    13.82470954,638435.65261039,   210.17592075,     0.00001035,
   79,     7.18988514,638473.47884368,   210.17663662,     0.00001035,
   80,     3.90513345,638493.44983987,   210.17701457,     0.00001035,
   81,     2.29434533,638090.60886449,   210.16939078,   230.00001034,
   82,     1.51771742,637269.47054009,   210.15385069,   230.00001031,
   83,    42.65440336,636520.98032021,   210.13968547,   230.00001028,
   84,    21.74427721,635808.89790811,   210.12620927,   230.00001025,
   85,    11.30586201,635040.38812174,   210.11166518,   230.00001022,
   86,     6.09882027,634243.71651315,   210.09658812,   230.00001019,
   87,     3.50554938,633505.00434203,   210.08260795,   190.00001017,
   88,    23.71779819,632870.00633091,   210.07059058,   190.00001014,
   89,   180.83156919,632554.19515581,   210.06461384,   190.00001013,
   90,   185.89564447,632872.30410385,   210.07063407,     0.00001014,
   91,   313.93349589,633771.99652013,   210.08766080,     0.00001018,
   92,   230.95693583,634338.79926061,   210.09838757,   230.00001020,
   93,   115.97241026,634135.27204675,   210.09453581,   230.00001019,
   94,    58.48322661,633621.29215641,   210.08480871,   230.00001017,
   95,   144.74124961,633159.09617691,   210.07606162,   230.00001015,
   96,   187.87233145,633343.80058613,   210.07955716,     0.00001016,
   97,   167.93616053,633984.25583515,   210.09167782,     0.00001018,
   98,   157.96048359,634570.86975808,   210.10277952,     0.00001021,
   99,   152.95852849,635130.52394290,   210.11337101,     0.00001023,
  100,    76.93440463,635544.33118562,   210.12120233,     0.00001024,
  101,    38.88839517,635752.81218858,   210.12514785,     0.00001025,
  102,    19.82468892,635858.49570284,   210.12714791,     0.00001025,
  103,    10.25010488,635912.63029480,   210.12817241,     0.00001026,
  104,     5.42070001,635526.83770685,   210.12087127,   230.00001024,
  105,     2.96585539,634713.93346972,   210.10548701,   230.00001021,
  106,     1.70229553,633894.33610465,   210.08997608,   230.00001018,
  107,    42.53884522,633145.97012126,   210.07581321,   230.00001015,
  108,   136.42995499,632640.11392490,   210.06623985,   230.00001013,
  109,   256.85445670,632520.02582943,   210.06396718,   230.00001013,
  110,   243.55131070,632592.75617434,   210.06534361,   230.00001013,
  111,   236.88694051,632629.54499013,   210.06603984,   230.00001013,
  112,   233.54395634,632648.32056781,   210.06639517,   230.00001013,
  113,   211.86354126,633036.05402710,   210.07373304,     0.00001015,
  114,   179.51539961,633740.53608410,   210.08706541,     0.00001017,
  115,   236.83495810,634192.96669118,   210.09562768,   165.00001019,
  116,   200.98960827,634387.05087415,   210.09930074,   165.00001020,
  117,   183.06266753,634484.34493386,   210.10114203,   165.00001020,
  118,   174.09569866,634533.22995612,   210.10206718,   165.00001020,
  119,   169.60924324,634557.89881479,   210.10253404,   165.00001021,
  120,   240.86366322,634999.75000974,   210.11089610,     0.00001022,
  121,   221.49833882,635832.00157668,   210.12664651,     0.00001025,
  122,   184.33871703,636562.50824043,   210.14047139,     0.00001028,
  123,    92.29940490,637060.45682284,   210.14989510,     0.00001030,
  124,    46.34465371,637310.01609117,   210.15461802,     0.00001031,
  125,    23.46140062,637435.66695167,   210.15699597,     0.00001031,
  126,    12.13218998,637499.73537766,   210.15820847,     0.00001032,
  127,     6.58533505,637533.42688576,   210.15884608,     0.00001032,
  128,     3.92780560,637255.35050165,   210.15358347,   165.00001031,
  129,    11.70944111,636689.49750864,   210.14287467,   165.00001029,
  130,    15.69959162,636144.83373038,   210.13256688,   165.00001027,
  131,    17.78175492,635611.10011737,   210.12246594,   165.00001024,
  132,    18.89752149,635083.12277810,   210.11247394,   165.00001022,
  133,    93.01329257,634690.56220647,   210.10504470,   165.00001021,
  134,   130.11351485,634201.19042298,   210.09578332,   330.00001019,
  135,   157.69879183,633531.25253846,   210.08310470,   330.00001017,
  136,   245.02106721,633365.14824797,   210.07996117,   165.00001016,
  137,   428.70664315,633983.85808994,   210.09167029,   165.00001018,
  138,   518.57109730,635391.95798589,   210.11831866,     0.00001024,
  139,   522.02071457,636968.02321040,   210.14814578,   165.00001030,
  140,   335.75955128,637918.02765195,   210.16612467,   165.00001033,
  141,   251.64063674,638264.34795324,   210.17267880,   230.00001035,
  142,   242.09074795,638442.06440846,   210.17604210,   165.00001035,
  143,   441.32392921,639375.21078998,   210.19370195,     0.00001039,
  144,   442.44695347,640965.99834134,   210.22380769,     0.00001045,
  145,   443.01745981,642559.83424770,   210.25397113,     0.00001051,
  146,   222.81649712,643758.33533246,   210.27665283,     0.00001055,
  147,   112.73556599,644362.32900807,   210.28808344,     0.00001058,
  148,    57.72326975,644669.15487439,   210.29389014,     0.00001059,
  149,    30.25566121,644827.51691190,   210.29688715,     0.00001059,
  150,    16.56694249,644911.79756037,   210.29848216,     0.00001060,
  151,    83.26921500,645091.50260579,   210.30188309,     0.00001060,
  152,    43.16592172,645022.08581382,   210.30056938,   165.00001060,
  153,    23.15752034,644547.46797120,   210.29158721,   165.00001058,
  154,    22.19211121,644035.09726979,   210.28189056,   165.00001056,
  155,   168.74349197,643784.78131768,   210.27715332,   165.00001055,
  156,   389.04838183,644491.80665256,   210.29053381,     0.00001058,
  157,   490.22347302,645138.49595314,   210.30277244,   520.00001061,
  158,   480.32758448,645013.48781859,   210.30040666,   520.00001060,
  159,   428.39335050,644777.18546359,   210.29593462,   520.00001059,
  160,   328.93770386,644907.38132340,   210.29839859,   165.00001060,
  161,   248.71922879,645353.16376387,   210.30683504,   165.00001061,
  162,   282.11813822,645714.67098638,   210.31367659,   165.00001063,
  163,   225.32411730,646331.06700808,   210.32534192,     0.00001065,
  164,   187.93243007,646777.92875487,   210.33379880,   165.00001067,
  165,   178.24101377,646843.04091550,   210.33503105,   165.00001067,
  166,   246.89893656,647014.29278780,   210.33827201,   165.00001068,
  167,   207.73098139,647121.62660176,   210.34030330,   230.00001068,
  168,   220.64944517,647064.71133110,   210.33922618,   230.00001068,
  169,   227.13460674,647456.72258588,   210.34664501,     0.00001069,
  170,   115.44121164,648073.35902063,   210.35831489,     0.00001072,
  171,    59.70169403,648388.61621229,   210.36428115,     0.00001073,
  172,    32.00008477,648553.67937566,   210.36740498,     0.00001073,
  173,    18.39047845,648644.38235089,   210.36912154,     0.00001074,
  174,    11.87267087,648698.85598093,   210.37015246,     0.00001074,
  175,     8.91370232,648736.27141396,   210.37086055,     0.00001074,
  176,     7.72905955,648469.22834684,   210.36580674,   165.00001073,
  177,    16.41740624,647918.69194662,   210.35538781,   165.00001071,
  178,    21.01397548,647392.06839506,   210.34542143,   165.00001069,
  179,   170.53362976,647439.85404593,   210.34632578,     0.00001069,
  180,   309.98326306,648304.78441454,   210.36269463,     0.00001073,
  181,   379.85521318,649249.49363305,   210.38057331,   165.00001076,
  182,   276.89879937,649837.65081705,   210.39170422,   165.00001078,
  183,   152.00991979,650015.68647274,   210.39507355,   165.00001079,
  184,   310.14066625,650253.55748872,   210.39957527,   165.00001080,
  185,   389.26791122,650918.49288908,   210.41215921,   165.00001082,
  186,   355.38622587,651961.87029687,   210.43190519,     0.00001086,
  187,   402.98926459,653326.94614058,   210.45773933,     0.00001092,
  188,   353.32625056,654391.31402860,   210.47788255,   165.00001096,
  189,   264.02424100,654908.54487387,   210.48767117,   165.00001098,
  190,   145.89742780,655052.40383817,   210.49039371,   165.00001098,
  191,   160.35456496,655009.65738555,   210.48958473,   165.00001098,
  192,   241.09939943,655138.27448212,   210.49201882,   165.00001098,
  193,   281.45885268,655781.87929641,   210.50419908,     0.00001101,
  194,   219.08020295,656682.84955698,   210.52124999,     0.00001104,
  195,   114.28211902,657282.90169683,   210.53260601,     0.00001107,
  196,    61.70461870,657599.67778483,   210.53860102,     0.00001108,
  197,    35.15403846,657477.02332774,   210.53627978,   165.00001107,
  198,    30.56478822,657001.31717602,   210.52727701,   165.00001105,
  199,    27.94052502,656512.62670022,   210.51802851,   165.00001104,
  200,    26.30351013,656016.26592375,   210.50863486,   165.00001102,
  201,    16.17531572,655498.72777072,   210.49884042,   165.00001100,
  202,    19.83242164,654969.54165855,   210.48882554,   165.00001098,
  203,    21.41664429,654746.78993765,   210.48460995,     0.00001097,
  204,    86.49918165,654941.03838468,   210.48828612,     0.00001098,
  205,   118.87802921,655013.71732474,   210.48966157,   165.00001098,
  206,   143.94866930,654892.80534263,   210.48737330,   165.00001097,
  207,    82.88525968,654707.10637546,   210.48385894,   165.00001097,
  208,   125.77023709,654488.68623029,   210.47972533,   165.00001096,
  209,   220.64387819,654518.23159815,   210.48028447,   165.00001096,
  210,   268.01947549,655100.82559529,   210.49131010,     0.00001098,
  211,   356.15811435,655810.34521762,   210.50473780,   230.00001101,
  212,   441.68785747,656535.46792742,   210.51846079,   165.00001104,
  213,   378.41981351,657300.66169535,   210.53294212,   230.00001107,
  214,   305.75879674,657821.18315402,   210.54279302,   165.00001109,
  215,   310.40536406,658336.27860342,   210.55254123,   165.00001111,
  216,   312.71049701,659160.88711320,   210.56814699,     0.00001114,
  217,   231.34040307,660140.17869325,   210.58668014,     0.00001117,
  218,   190.62355513,660899.71377779,   210.60105439,     0.00001120,
  219,   170.22200125,661549.23573890,   210.61334663,     0.00001123,
  220,    86.46073317,662011.26462034,   210.62209055,     0.00001124,
  221,    44.49868242,662246.99152779,   210.62655169,     0.00001125,
  222,    96.92299380,662501.55050453,   210.63136924,     0.00001126,
  223,    49.53761284,662468.17955603,   210.63073769,   165.00001126,
  224,    34.74981465,662025.89688505,   210.62236747,   165.00001124,
  225,    27.26576566,661543.52488903,   210.61323855,   165.00001123,
  226,    23.44295180,661040.80053992,   210.60372446,   165.00001121,
  227,   168.46050813,660792.22672762,   210.59902019,   165.00001120,
  228,   314.40845231,661364.39081597,   210.60984843,     0.00001122,
  229,   304.83523437,662479.02941164,   210.63094302,     0.00001126,
  230,   300.01410348,662757.75817937,   210.63621798,   450.00001127,
  231,   228.57499892,661657.21852311,   210.61539021,   690.00001123,
  232,   165.83162479,660180.15040526,   210.58743661,   525.00001117,
  233,   272.44059486,659079.04036030,   210.56659804,   525.00001113,
  234,   325.72831560,658859.74435887,   210.56244785,   195.00001112,
  235,   260.85876047,659213.60105566,   210.56914461,   195.00001114,
  236,   228.41299667,659392.29017858,   210.57252631,   195.00001115,
  237,   212.18097755,659483.35929207,   210.57424980,   195.00001115,
  238,   204.05747434,659530.58846525,   210.57514361,   195.00001115,
  239,   346.98935905,659829.47272524,   210.58080001,   190.00001116,
  240,   342.45026283,660386.46400437,   210.59134111,   190.00001118,
  241,   340.17447316,660931.18848895,   210.60165005,   190.00001120,
  242,   339.02787815,661811.75268101,   210.61831477,     0.00001124,
  243,   264.94283541,662898.89992475,   210.63888910,     0.00001128,
  244,   132.88388133,663614.98797440,   210.65244110,     0.00001130,
  245,    66.83232593,663974.47710671,   210.65924446,     0.00001132,
  246,    33.78090147,664155.58087520,   210.66267186,     0.00001133,
  247,    17.22879032,664247.39827952,   210.66440951,     0.00001133,
  248,     8.92700219,663997.47866520,   210.65967976,   165.00001132,
  249,    13.75172668,663444.30033631,   210.64921083,   165.00001130,
  250,    16.14225314,662607.10945916,   210.63336695,   330.00001127,
  251,    26.31831971,661495.53844971,   210.61233040,   330.00001122,
  252,   104.88991817,660840.71323757,   210.59993780,   165.00001120,
  253,   135.16298270,660678.80841865,   210.59687374,   165.00001119,
  254,   223.79020738,660199.92412047,   210.58781083,   460.00001118,
  255,   342.09611239,659562.51945590,   210.57574791,   460.00001115,
  256,   401.24261754,659775.52912974,   210.57977913,   165.00001116,
  257,   430.31063638,660975.32494647,   210.60248533,     0.00001120,
  258,   435.84010300,662534.39623711,   210.63199084,     0.00001126,
  259,   438.60117978,663811.39050558,   210.65615803,   165.00001131,
  260,   448.97872320,664815.03429008,   210.67515205,   165.00001135,
  261,   454.16500159,665846.69295373,   210.69467625,   165.00001139,
  262,   383.25607932,666643.05085846,   210.70974737,   230.00001142,
  263,   380.29987123,667306.45152841,   210.72230226,   165.00001144,
  264,   346.32039265,668020.36796208,   210.73581317,   165.00001147,
  265,   255.89125021,668510.34887782,   210.74508609,   165.00001149,
  266,   210.84129971,668756.46742645,   210.74974390,   165.00001150,
  267,   262.10541215,669310.77146645,   210.76023413,     0.00001152,
  268,   205.70572649,670152.83147436,   210.77617016,     0.00001155,
  269,   178.19672301,670843.85584202,   210.78924784,     0.00001158,
  270,   165.29948257,671462.14897042,   210.80094907,     0.00001160,
  271,   159.79955472,672047.32719570,   210.81202360,     0.00001162,
  272,    84.54592687,672190.14902058,   210.81472651,   165.00001163,
  273,   130.43819435,671983.12039691,   210.81080849,   165.00001162,
  274,    80.88623636,671769.50433054,   210.80676579,   165.00001161,
  275,    57.08139527,671423.84602576,   210.80022419,   165.00001160,
  276,   119.61098466,671147.89226804,   210.79500175,   165.00001159,
  277,   298.73275046,671306.91094938,   210.79801118,   165.00001160,
  278,   462.57459981,672083.26413804,   210.81270371,   165.00001163,
  279,   545.24662976,673303.34230943,   210.83579376,   165.00001167,
  280,   587.30990784,674747.94403511,   210.86313293,   165.00001173,
  281,   609.04386622,676604.38078607,   210.89826610,     0.00001180,
  282,   611.60116841,678801.54180578,   210.93984750,     0.00001188,
  283,   613.54684418,680709.80818561,   210.97596155,   165.00001195,
  284,   477.16732243,682079.09364245,   211.00187535,   165.00001200,
  285,   409.61036120,683081.29342983,   211.02084204,   165.00001204,
  286,   376.45023725,683902.20246355,   211.03637779,   165.00001207,
  287,   360.47727322,684634.67193909,   211.05023982,   165.00001210,
  288,   279.58422870,685489.78259888,   211.06642283,     0.00001213,
  289,   230.60125981,686408.11643434,   211.08380235,     0.00001217,
  290,   206.36657133,687194.65848661,   211.09868771,     0.00001220,
  291,   194.26991750,687915.80412245,   211.11233543,     0.00001222,
  292,   261.41199753,688736.03152533,   211.12785828,     0.00001226,
  293,   294.27324459,689736.26491704,   211.14678775,     0.00001229,
  294,   309.72256332,690526.45732704,   211.16174219,   165.00001232,
  295,   251.85238484,690943.29218936,   211.16963081,   165.00001234,
  296,   148.29878577,691069.56425205,   211.17202052,   165.00001234,
  297,    95.42738807,690914.27132039,   211.16908159,   165.00001234,
  298,    67.99410665,690614.42996646,   211.16340708,   165.00001233,
  299,   200.39662303,690503.53323566,   211.16130835,   165.00001232,
  300,   412.84047472,691013.35996739,   211.17095685,   165.00001234,
  301,   444.98901791,691846.45300981,   211.18672318,   230.00001237,
  302,   346.16449912,692028.52929579,   211.19016899,   460.00001238,
  303,   264.42767157,691471.59515845,   211.17962898,   460.00001236,
  304,   296.79082713,691239.78841149,   211.17524202,   230.00001235,
  305,   418.25803502,691698.87631885,   211.18393029,   230.00001237,
  306,   478.80252942,692899.58529035,   211.20665377,     0.00001241,
  307,   467.43132352,694305.80618087,   211.23326658,   165.00001247,
  308,   470.63810260,695400.33110310,   211.25398053,   165.00001251,
  309,   398.65821121,695840.06442281,   211.26230251,   460.00001252,
  310,   289.60692393,695422.94162084,   211.25440843,   460.00001251,
  311,   161.53437784,695109.99591914,   211.24848592,   165.00001250,
  312,   317.46937229,695378.20262424,   211.25356175,   165.00001251,
  313,   468.87697820,696199.62600995,   211.26910723,   165.00001254,
  314,   470.96401100,697297.33974529,   211.28988152,   165.00001258,
  315,   545.32228038,698829.65502434,   211.31888068,     0.00001264,
  316,   352.71426140,700446.12075391,   211.34947238,     0.00001270,
  317,   256.00053652,701541.80734435,   211.37020831,     0.00001274,
  318,   207.15480836,702375.48691936,   211.38598575,     0.00001277,
  319,   108.72154162,702944.06430331,   211.39674611,     0.00001279,
  320,   132.50307782,703378.26857229,   211.40496345,     0.00001281,
  321,    70.41529591,703446.52159882,   211.40625514,   165.00001281,
  322,    38.94104718,703049.36297036,   211.39873889,   165.00001280,
  323,   105.32490320,702715.04163480,   211.39241184,   165.00001278,
  324,   211.69172204,702988.67151418,   211.39759030,     0.00001280,
  325,   255.62365918,703532.83915415,   211.40788870,   165.00001282,
  326,   212.90685656,703107.19403644,   211.39983335,   540.00001280,
  327,   305.39750189,702096.14183578,   211.38069913,   540.00001276,
  328,   425.01681862,702141.88756670,   211.38156487,   165.00001276,
  329,   492.22426680,703495.92147431,   211.40719004,     0.00001281,
  330,   551.23911200,705374.15550999,   211.44273572,     0.00001289,
  331,   571.67584995,707098.40239491,   211.47536719,   165.00001295,
  332,   315.33689732,708101.02529325,   211.49434189,   165.00001299,
  333,   315.62007160,708642.74779071,   211.50459402,   165.00001301,
  334,   242.22319631,709052.86562619,   211.51235552,   165.00001302,
  335,   425.99236134,709661.65358304,   211.52387687,   165.00001305,
  336,   517.85174804,710766.57293300,   211.54478753,   165.00001309,
  337,   563.79185902,712119.53137864,   211.57039234,   165.00001314,
  338,   366.32709051,713496.74544038,   211.59645620,     0.00001319,
  339,   185.22043702,714489.53094234,   211.61524472,     0.00001323,
  340,    94.87612946,714993.70471429,   211.62478624,     0.00001325,
  341,    50.01286161,715254.50485067,   211.62972189,     0.00001326,
  342,    27.95337529,715394.84402933,   211.63237782,     0.00001326,
  343,    17.31662756,715476.32998680,   211.63391995,     0.00001327,
  344,    85.88803478,715365.09833135,   211.63181488,   165.00001326,
  345,    56.04785826,715026.58289122,   211.62540846,   165.00001325,
  346,   114.96771545,714740.41087632,   211.61999264,   165.00001324,
  347,   144.72878390,714613.86452751,   211.61759774,   165.00001324,
  348,   159.87125197,714865.14454450,   211.62235323,     0.00001324,
  349,   305.65043998,715109.08354247,   211.62696979,   330.00001325,
  350,   272.69785593,714962.11042751,   211.62418831,   330.00001325,
  351,   306.85664525,714817.30848177,   211.62144793,   330.00001324,
  352,   471.05372418,715326.54709905,   211.63108530,   165.00001326,
  353,   544.25357482,716857.10018943,   211.66005110,     0.00001332,
  354,   498.44639560,718733.96008824,   211.69557078,     0.00001339,
  355,   402.12183873,720057.98286174,   211.72062799,   165.00001344,
  356,   436.52747795,720973.55158346,   211.73795518,   165.00001348,
  357,   380.29056869,721849.82401880,   211.75453868,   165.00001351,
  358,   352.22556801,722457.35301627,   211.76603620,   230.00001353,
  359,   370.74184262,723047.69430679,   211.77720845,   165.00001355,
  360,   434.54322529,723903.20738033,   211.79339908,   165.00001359,
  361,   452.96269041,724906.71797956,   211.81239057,   165.00001362,
  362,   315.15381386,725992.32763818,   211.83293580,     0.00001367,
  363,   310.68954668,727118.84563802,   211.85425522,     0.00001371,
  364,   308.34107932,728233.10071557,   211.87534256,     0.00001375,
  365,   159.98278453,728779.08362096,   211.88567531,   165.00001377,
  366,   168.07664600,728775.59054626,   211.88560921,   165.00001377,
  367,   171.88225481,728793.51651815,   211.88594846,   165.00001377,
  368,    91.04568523,728672.78676060,   211.88366364,   165.00001377,
  369,   132.89841529,728481.88609193,   211.88005083,   165.00001376,
  370,    80.11868003,728271.31681417,   211.87606580,   165.00001375,
  371,   127.04878857,728050.21820820,   211.87188150,   165.00001374,
  372,   223.86013524,728384.85422138,   211.87821450,     0.00001376,
  373,   263.14839630,729261.46952842,   211.89480450,     0.00001379,
  374,   282.70882059,729947.01246922,   211.90777843,   165.00001382,
  375,   374.92056359,730536.74531114,   211.91893916,   165.00001384,
  376,   494.46959744,731507.64755122,   211.93731354,   165.00001387,
  377,   480.69821768,732668.94956839,   211.95929125,   165.00001392,
  378,   473.77220346,733792.99627614,   211.98056390,   165.00001396,
  379,   470.27816869,734898.28689575,   212.00148158,   165.00001400,
  380,   321.50759058,735729.50121212,   212.01721236,   165.00001403,
  381,   173.60384501,736026.70174566,   212.02283690,   165.00001405,
  382,    99.63806135,735924.53712654,   212.02090343,   165.00001404,
  383,   136.14436205,735754.94543820,   212.01769390,   165.00001404,
  384,   227.89038334,735816.20792937,   212.01885329,   165.00001404,
  385,   347.35912883,736257.65700069,   212.02720774,   165.00001405,
  386,   407.35450860,737319.14149728,   212.04729639,     0.00001409,
  387,   355.30054045,738691.92053483,   212.07327632,     0.00001415,
  388,   256.48534373,739793.13507528,   212.09411686,     0.00001419,
  389,   134.60663850,740497.10059204,   212.10743945,     0.00001421,
  390,    74.90029254,740874.21301689,   212.11457633,     0.00001423,
  391,    46.34779228,741092.45951843,   212.11870665,     0.00001424,
  392,    33.36383314,740830.94039297,   212.11375739,   225.00001423,
  393,    67.11683011,740309.80553554,   212.10389488,   165.00001421,
  394,   128.63090784,739771.15141266,   212.09370082,   330.00001419,
  395,   169.40456065,739119.61520503,   212.08137046,   330.00001416,
  396,   264.18385429,738712.07430079,   212.07365773,   330.00001415,
  397,   312.29367615,738327.73380459,   212.06638406,   460.00001413,
  398,   254.90797074,737692.69671820,   212.05436595,   460.00001411,
  399,   226.70147004,736903.59366100,   212.03943213,   460.00001408,
  400,   360.02830481,736303.70720513,   212.02807924,   460.00001406,
  401,   427.06850911,736892.48141954,   212.03922183,     0.00001408,
  402,   377.93734972,738341.49191475,   212.06664443,     0.00001413,
  403,   280.17633741,739526.09650078,   212.08906314,     0.00001418,
  404,   305.06569840,740246.53211427,   212.10269743,   185.00001421,
  405,   336.75572862,740735.81063157,   212.11195705,   185.00001422,
  406,   279.32409941,741178.75427094,   212.12033979,   185.00001424,
  407,   250.81646884,741467.00724255,   212.12579499,   185.00001425,
  408,   236.75284236,741678.63195154,   212.12980000,   185.00001426,
  409,   229.75441144,741852.34495703,   212.13308753,   185.00001427,
  410,   226.04216697,742339.77874667,   212.14231224,     0.00001428,
  411,   131.19717394,742982.80950900,   212.15448163,     0.00001431,
  412,    82.90197882,743368.18793255,   212.16177494,     0.00001432,
  413,    57.42093964,743620.76913420,   212.16655506,     0.00001433,
  414,    43.05361578,743801.62328216,   212.16997773,     0.00001434,
  415,    34.14789422,743940.58594858,   212.17260761,     0.00001435,
  416,    27.98867431,743719.43172046,   212.16842225,   185.00001434,
  417,    42.27545248,743179.90709716,   212.15821172,   185.00001432,
  418,   194.94446871,742859.90290367,   212.15215562,   230.00001430,
  419,   292.48389790,742990.27391216,   212.15462290,   185.00001431,
  420,   244.14097607,743290.19863364,   212.16029899,   185.00001432,
  421,   219.10836443,743458.04739510,   212.16347554,   185.00001433,
  422,   205.96471143,743557.17887999,   212.16535161,   185.00001433,
  423,   198.87162335,743619.88423096,   212.16653831,   185.00001433,
  424,   268.38520782,743794.94647557,   212.16985137,   185.00001434,
  425,   302.77889665,744076.04181210,   212.17517112,   230.00001435,
  426,   268.65243969,744060.61816570,   212.17487922,   350.00001435,
  427,   458.32985170,744109.18623840,   212.17579838,   350.00001435,
  428,   405.95976296,744404.90749325,   212.18139492,   350.00001436,
  429,   379.60103197,744558.91687245,   212.18430955,   350.00001437,
  430,   292.77926235,744842.20135030,   212.18967073,   165.00001438,
  431,   230.24733377,745486.64917170,   212.20186694,     0.00001440,
  432,   189.88567159,746242.88852946,   212.21617881,     0.00001443,
  433,   243.40673435,747022.81480805,   212.23093896,     0.00001446,
