TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
    0,     3.00000000,630725.20000000,   210.03000000,     0.00000000,
    1,     3.00000000,630735.99998198,   210.03020439,     0.00001006,
    2,     3.00000000,630746.79994593,   210.03040878,     0.00001006,
    3,     3.00000000,630757.59990988,   210.03061317,     0.00001006,
    4,     3.00000000,630768.39987383,   210.03081756,     0.00001006,
    5,     3.00000000,630779.19983778,   210.03102195,     0.00001006,
    6,     3.00000000,630789.99980173,   210.03122634,     0.00001006,
    7,     3.00000000,630800.79976568,   210.03143073,     0.00001006,
    8,     3.00000000,630514.59972963,   210.02601438,   165.00001005,
    9,     3.00000000,629931.39969358,   210.01497728,   165.00001003,
   10,    84.00000000,629493.99965754,   210.00669946,   165.00001001,
   11,   124.50000000,629275.29962149,   210.00256055,   165.00001001,
   12,   144.75000000,629165.94958544,   210.00049110,   165.00001000,
   13,   228.37500000,629243.57454939,   210.00196015,   165.00001000,
   14,   270.18750000,629546.98701334,   210.00770225,   165.00001002,
   15,   217.59375000,629830.99322729,   210.01307709,   165.00001003,
   16,   191.29687500,629972.99631624,   210.01576450,   165.00001003,
   17,   178.14843750,630043.99784269,   210.01710821,   165.00001003,
   18,   245.07421875,630211.79858789,   210.02028385,   165.00001004,
   19,   278.53710938,630560.29894247,   210.02687924,   165.00001005,
   20,   221.76855469,630866.84910173,   210.03268072,   165.00001007,
   21,   266.88427734,631152.42416334,   210.03808524,   165.00001008,
   22,   289.44213867,631559.81167569,   210.04579507,   165.00001009,
   23,   227.22106934,632192.80541363,   210.05777452,     0.00001012,
   24,   187.11053467,632938.60226436,   210.07188876,     0.00001014,
   25,    96.05526733,633448.30067148,   210.08153483,     0.00001016,
   26,    50.52763367,633712.14985681,   210.08652820,     0.00001017,
   27,    27.76381683,633853.07443123,   210.08919520,     0.00001018,
   28,    16.38190842,633932.53670020,   210.09069903,     0.00001018,
   29,    10.69095421,633981.26781645,   210.09162127,     0.00001018,
   30,     7.84547710,634014.63335633,   210.09225271,     0.00001018,
   31,    62.42273855,634141.11610804,   210.09464641,     0.00001019,
   32,    31.21136928,633958.65746565,   210.09119337,   195.00001018,
   33,    15.60568464,633340.92812600,   210.07950280,   195.00001016,
   34,     7.80284232,632681.06343794,   210.06701483,   195.00001013,
   35,   101.40142116,632175.63107567,   210.05744949,   195.00001011,
   36,   148.20071058,631922.91487651,   210.05266682,   195.00001011,
   37,   245.10035529,631928.85675869,   210.05277927,   195.00001011,
   38,   146.55017764,631931.82768154,   210.05283550,   195.00001011,
   39,    97.27508882,631668.71312494,   210.04785604,   195.00001010,
   40,    72.63754441,631272.55582862,   210.04035874,   195.00001008,
   41,    60.31877221,631160.87716222,   210.03824522,     0.00001008,
   42,   103.65938610,631456.03781099,   210.04383115,     0.00001009,
   43,   198.82969305,631703.51811714,   210.04851473,   165.00001010,
   44,   108.41484653,631959.55825219,   210.05336030,     0.00001011,
   45,    63.20742326,631971.47830148,   210.05358589,   165.00001011,
   46,    40.60371163,631564.33830810,   210.04588074,   165.00001009,
   47,    29.30185582,631042.16829338,   210.03599864,   195.00001007,
   48,   112.15092791,630945.78326778,   210.03417455,     0.00001007,
   49,   129.57546395,631380.89073696,   210.04240898,     0.00001008,
   50,   138.28773198,631863.04445337,   210.05153377,     0.00001010,
   51,    69.14386599,632236.42129320,   210.05859995,     0.00001012,
   52,    34.57193299,632423.10969509,   210.06213304,     0.00001012,
   53,    17.28596650,632516.45387758,   210.06389958,     0.00001013,
   54,     8.64298325,632563.12595080,   210.06478285,     0.00001013,
   55,     4.32149162,632289.46196917,   210.05960375,   165.00001012,
   56,     2.16074581,632004.12996033,   210.05420382,     0.00001011,
   57,    10.08037291,632026.16393746,   210.05462082,     0.00001011,
   58,    78.54018645,631888.68090800,   210.05201894,   165.00001010,
   59,   121.77009323,631655.23937524,   210.04760105,   165.00001010,
   60,   216.88504661,631616.81859063,   210.04687393,   195.00001009,
   61,   205.94252331,631675.90818008,   210.04799221,   195.00001010,
   62,   200.47126165,631705.45295657,   210.04855134,   195.00001010,
   63,   197.73563083,631720.22532657,   210.04883091,   195.00001010,
   64,   196.36781541,631727.61149333,   210.04897069,   195.00001010,
   65,   122.18390771,631599.00455869,   210.04653680,   195.00001009,
   66,    85.09195385,631621.10107335,   210.04695498,     0.00001009,
   67,    80.04597693,631918.34931243,   210.05258042,     0.00001011,
   68,    76.02298846,632199.27341374,   210.05789692,     0.00001012,
   69,    88.01149423,632494.53544615,   210.06348477,     0.00001013,
   70,   141.00574712,632906.76644391,   210.07128627,     0.00001014,
   71,   144.00287356,633419.78192477,   210.08099512,     0.00001016,
   72,   292.50143678,634205.48964693,   210.09586468,     0.00001019,
   73,   293.25071839,635259.84348957,   210.11581839,     0.00001023,
   74,   146.62535919,636051.62039244,   210.13080281,     0.00001026,
   75,    73.31267960,636447.50882542,   210.13829502,     0.00001028,
   76,    36.65633980,636645.45302345,   210.14204112,     0.00001028,
   77,    18.32816990,636744.42510402,   210.14391418,     0.00001029,
   78,     9.16408495,636793.91112563,   210.14485070,     0.00001029,
   79,     4.58204247,636467.65411799,   210.13867627,   195.00001028,
   80,     2.29102124,635778.02559556,   210.12562501,   195.00001025,
   81,    25.14551062,635125.41131586,   210.11327425,   195.00001023,
   82,    36.57275531,634534.50415777,   210.10209130,   195.00001020,
   83,    18.28637765,633931.25056028,   210.09067469,   195.00001018,
   84,   106.64318883,633454.12374329,   210.08164504,   195.00001016,
   85,   150.82159441,633215.56031656,   210.07713021,   195.00001015,
   86,   172.91079721,633096.27858495,   210.07487280,   195.00001015,
   87,    86.45539860,632861.13770069,   210.07042274,   195.00001014,
   88,    67.22769930,632435.76724033,   210.06237258,   195.00001012,
   89,   131.11384965,632090.78199190,   210.05584372,   195.00001011,
   90,   163.05692483,631918.28934945,   210.05257928,   195.00001011,
   91,   179.02846241,631832.04300999,   210.05094707,   195.00001010,
   92,   187.01423121,631788.91982202,   210.05013096,   195.00001010,
   93,   191.00711560,632118.35820979,   210.05636560,     0.00001011,
   94,    95.50355780,632634.07738566,   210.06612561,     0.00001013,
   95,    47.75177890,632891.93695535,   210.07100562,     0.00001014,
   96,    97.37588945,633153.16672196,   210.07594941,     0.00001015,
   97,   122.18794473,633548.38158702,   210.08342887,     0.00001017,
   98,   208.09397236,634142.88900131,   210.09467996,     0.00001019,
   99,   251.04698618,634969.34268983,   210.11032064,     0.00001022,
  100,   272.52349309,635911.76951583,   210.12815612,     0.00001026,
  101,   209.76174655,636779.88291037,   210.14458522,     0.00001029,
  102,   104.88087327,637346.23958906,   210.15530355,     0.00001031,
  103,    52.44043664,637278.41790980,   210.15402002,   195.00001031,
  104,    26.22021832,636718.00705150,   210.14341421,   195.00001029,
  105,    13.11010916,636086.80160411,   210.13146861,   195.00001026,
  106,     6.55505458,635474.19886196,   210.11987507,   165.00001024,
  107,    85.77752729,635046.39747265,   210.11177891,   165.00001022,
  108,   198.88876364,634964.79675954,   210.11023461,   165.00001022,
  109,   181.94438182,635056.29638475,   210.11196624,   165.00001022,
  110,   173.47219091,635102.04617890,   210.11283206,   165.00001023,
  111,    95.73609546,634992.62105773,   210.11076119,   165.00001022,
  112,    56.86804773,634673.30847848,   210.10471818,   165.00001021,
  113,   110.93402386,634381.35217040,   210.09919289,   165.00001020,
  114,   137.96701193,634235.37399819,   210.09643024,   165.00001019,
