TIME,INFLOW (m3/s),OUTFLOW (m3/s),
    0,   144.35550000,   144.35550000,
    1,   291.20850000,   144.35550000,
    2,   291.20850000,   217.78200000,
    3,   291.20850000,   254.49525000,
    4,   291.20850000,   272.85187500,
    5,   144.35550000,   282.03018750,
    6,   162.33750000,   213.19284375,
    7,     1.00000000,   187.76517188,
    8,     1.00000000,    94.38258594,
    9,     1.00000000,    47.69129297,
   10,    80.41950000,    24.34564648,
   11,    80.41950000,    52.38257324,
   12,   162.33750000,    66.40103662,
   13,   162.33750000,   114.36926831,
   14,   353.14650000,   138.35338416,
   15,   353.14650000,   245.74994208,
   16,   228.27150000,   299.44822104,
   17,   192.30750000,   263.85986052,
   18,    45.45450000,   228.08368026,
   19,    45.45450000,   136.76909013,
   20,   222.27750000,    91.11179506,
   21,   369.13050000,   156.69464753,
   22,   369.13050000,   262.91257377,
   23,   144.35550000,   316.02153688,
   24,   291.20850000,   230.18851844,
   25,   291.20850000,   260.69850922,
   26,     1.00000000,   275.95350461,
   27,     1.00000000,   138.47675231,
   28,     1.00000000,    69.73837615,
   29,     1.00000000,    35.36918808,
   30,     1.00000000,    18.18459404,
   31,   309.19050000,     9.59229702,
   32,   300.19950000,   159.39139851,
   33,   225.27450000,   229.79544925,
   34,    81.41850000,   227.53497463,
   35,     6.49350000,   154.47673731,
   36,    80.41950000,    80.48511866,
   37,    81.41850000,    80.45230933,
   38,   210.28950000,    80.93540466,
   39,    63.43650000,   145.61245233,
   40,    63.43650000,   104.52447617,
   41,   187.31250000,    83.98048808,
   42,   291.20850000,   135.64649404,
   43,   291.20850000,   213.42749702,
   44,   291.20850000,   252.31799851,
   45,   309.19050000,   271.76324926,
   46,   309.19050000,   290.47687463,
   47,   309.19050000,   299.83368731,
   48,   144.35550000,   304.51209366,
   49,   144.35550000,   224.43379683,
   50,   144.35550000,   184.39464841,
   51,     1.00000000,   164.37507421,
   52,     1.00000000,    82.68753710,
   53,     1.00000000,    41.84376855,
   54,     1.00000000,    21.42188428,
   55,     1.00000000,    11.21094214,
   56,    80.41950000,     6.10547107,
   57,    80.41950000,    43.26248553,
   58,   227.27250000,    61.84099277,
   59,   187.31250000,   144.55674638,
   60,   227.27250000,   165.93462319,
   61,   280.21950000,   196.60356160,
   62,   186.31350000,   238.41153080,
   63,   186.31350000,   212.36251540,
   64,   107.39250000,   199.33800770,
   65,   162.33750000,   153.36525385,
   66,   291.20850000,   157.85137692,
   67,   456.04350000,   224.52993846,
   68,   456.04350000,   340.28671923,
   69,   162.33750000,   398.16510962,
   70,   162.33750000,   280.25130481,
   71,   309.19050000,   221.29440240,
   72,   291.20850000,   265.24245120,
   73,   144.35550000,   278.22547560,
   74,     1.00000000,   211.29048780,
   75,     1.00000000,   106.14524390,
   76,     1.00000000,    53.57262195,
   77,     1.00000000,    27.28631098,
   78,     1.00000000,    14.14315549,
   79,     1.00000000,     7.57157774,
   80,     1.00000000,     4.28578887,
   81,     1.00000000,     2.64289444,
   82,    80.41950000,     1.82144722,
   83,     1.00000000,    41.12047361,
   84,     1.00000000,    21.06023680,
   85,     1.00000000,    11.03011840,
   86,     1.00000000,     6.01505920,
   87,    40.45950000,     3.50752960,
   88,   334.16550000,    21.98351480,
   89,   187.31250000,   178.07450740,
   90,   438.06150000,   182.69350370,
   91,   144.35550000,   310.37750185,
   92,     1.00000000,   227.36650093,
   93,     1.00000000,   114.18325046,
   94,   227.27250000,    57.59162523,
   95,   227.27250000,   142.43206262,
   96,   144.35550000,   184.85228131,
   97,   144.35550000,   164.60389065,
   98,   144.35550000,   154.47969533,
   99,     1.00000000,   149.41759766,
  100,     1.00000000,    75.20879883,
  101,     1.00000000,    38.10439942,
  102,     1.00000000,    19.55219971,
  103,     1.00000000,    10.27609985,
  104,     1.00000000,     5.63804993,
  105,     1.00000000,     3.31902496,
  106,    80.41950000,     2.15951248,
  107,   227.27250000,    41.28950624,
  108,   374.12550000,   134.28100312,
  109,   227.27250000,   254.20325156,
  110,   227.27250000,   240.73787578,
  111,   227.27250000,   234.00518789,
  112,   187.31250000,   230.63884395,
  113,   144.35550000,   208.97567197,
  114,   291.20850000,   176.66558599,
  115,   162.33750000,   233.93704299,
  116,   162.33750000,   198.13727150,
  117,   162.33750000,   180.23738575,
  118,   162.33750000,   171.28744287,
  119,   309.19050000,   166.81247144,
  120,   199.30050000,   238.00148572,
  121,   144.35550000,   218.65099286,
  122,     1.00000000,   181.50324643,
  123,     1.00000000,    91.25162321,
  124,     1.00000000,    46.12581161,
  125,     1.00000000,    23.56290580,
  126,     1.00000000,    12.28145290,
  127,     1.00000000,     6.64072645,
  128,    15.48450000,     3.82036323,
  129,    15.48450000,     9.65243161,
  130,    15.48450000,    12.56846581,
  131,    15.48450000,    14.02648290,
  132,   162.33750000,    14.75549145,
  133,   162.33750000,    88.54649573,
  134,   180.31950000,   125.44199786,
  135,   327.17250000,   152.88074893,
