TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
  208,   192.95241588,630833.46855938,   210.03204899,   165.00001006,
  209,   248.57348088,631034.21513712,   210.03584813,   165.00001007,
  210,   276.38650710,631385.14307925,   210.04248946,   165.00001008,
  211,   217.53002123,631680.19279401,   210.04807329,   165.00001010,
  212,   260.86839468,631947.30990640,   210.05312850,   165.00001011,
  213,   209.77392574,632200.46604664,   210.05791949,   165.00001012,
  214,   184.22779380,632315.66910521,   210.06009972,   165.00001012,
  215,   244.22066411,632492.87629306,   210.06345337,   165.00001013,
  216,   274.21784058,633129.06556503,   210.07549329,     0.00001015,
  217,   207.54096408,633996.23137676,   210.09190445,     0.00001018,
  218,   104.41019457,634557.74342563,   210.10253110,     0.00001021,
  219,    52.84041181,634840.79448048,   210.10788786,     0.00001022,
  220,    27.04826899,634984.59406926,   210.11060927,     0.00001022,
  221,    14.14153353,635058.73567712,   210.11201241,     0.00001022,
  222,     7.67536848,634801.00606410,   210.10713486,   165.00001021,
  223,    10.36384330,634239.47660850,   210.09650788,   165.00001019,
  224,    11.69482848,633685.18218110,   210.08601783,   165.00001017,
  225,    12.34768697,633134.45867212,   210.07559536,   165.00001015,
  226,    12.66274108,632585.47740596,   210.06520586,   165.00001013,
  227,    12.81030006,632037.32884338,   210.05483211,   165.00001011,
  228,    85.64052911,631917.54029959,   210.05256511,     0.00001011,
  229,   113.13901714,632275.34344638,   210.05933655,     0.00001012,
  230,   126.88341503,632410.38378766,   210.06189220,   165.00001012,
  231,    69.89658548,632170.58775199,   210.05735405,   165.00001011,
  232,    41.39977018,631776.92115582,   210.04990388,   165.00001010,
  233,    99.91355143,631437.28509820,   210.04347625,   165.00001009,
  234,   129.16794078,631255.63174793,   210.04003845,   165.00001008,
  235,   216.55812687,631283.93863346,   210.04057416,   165.00001008,
  236,   260.25160354,631548.19611193,   210.04557525,   165.00001009,
  237,   209.33199753,631799.44655768,   210.05033018,   165.00001010,
  238,   183.87109200,631913.21208226,   210.05248320,   165.00001010,
  239,   171.13970295,631958.23147699,   210.05333519,   165.00001011,
  240,   164.77326712,631968.87478663,   210.05353662,   165.00001011,
  241,    88.82442577,632128.35059749,   210.05655470,     0.00001011,
  242,    44.91449502,632369.08061868,   210.06111053,     0.00001012,
  243,    22.95910646,632491.25306479,   210.06342265,     0.00001013,
  244,    11.98105400,632554.14531724,   210.06461289,     0.00001013,
  245,     6.49174212,632587.39631392,   210.06524217,     0.00001013,
  246,     3.74684059,632605.82572614,   210.06559095,     0.00001013,
  247,     2.37419259,632319.84354941,   210.06017872,   165.00001012,
  248,     1.68770763,631733.15493348,   210.04907560,   165.00001010,
  249,     7.27932838,631155.29556182,   210.03813958,   165.00001008,
  250,    10.07502767,630592.53336649,   210.02748928,   165.00001005,
  251,    11.47277227,630037.31937013,   210.01698182,   165.00001003,
  252,    84.93655767,629616.85612788,   210.00902453,   165.00001002,
  253,   194.43338161,629525.72198262,   210.00729981,   165.00001001,
  254,   176.41674295,629599.25217085,   210.00869137,   165.00001002,
  255,   167.40838659,629624.13736792,   210.00916233,   165.00001002,
  256,   162.90418574,629624.69996190,   210.00917297,   165.00001002,
  257,   160.65207775,629613.10120006,   210.00895347,   165.00001002,
  258,   159.52603132,629595.42176051,   210.00861888,   165.00001002,
  259,   233.21301566,629708.35200915,   210.01075609,   165.00001002,
  260,   195.80650783,629886.58711519,   210.01412920,   165.00001003,
  261,   177.10325392,629963.82465015,   210.01559093,   165.00001003,
  262,   167.75162696,629990.56339955,   210.01609696,   165.00001003,
  263,   235.84081348,630123.02975617,   210.01860389,   165.00001004,
  264,   197.12040674,630605.35991659,   210.02773202,     0.00001006,
  265,   168.85020337,631264.10697842,   210.04019885,     0.00001008,
  266,   154.71510168,631846.52449136,   210.05122113,     0.00001010,
  267,   147.64755084,632390.77722945,   210.06152114,     0.00001012,
  268,    74.32377542,632790.32558041,   210.06908262,     0.00001014,
  269,    37.66188771,632991.89973765,   210.07289742,     0.00001015,
  270,    19.33094386,632797.48679781,   210.06921815,   165.00001014,
  271,    16.10047193,632267.26330977,   210.05918364,   165.00001012,
  272,    14.48523596,631728.31754751,   210.04898406,   165.00001010,
  273,    13.67761798,631185.01064816,   210.03870194,   165.00001008,
  274,     7.33880899,630628.84018035,   210.02817638,   165.00001006,
  275,     4.16940450,630055.55492864,   210.01732693,   165.00001003,
  276,    81.28470225,629615.37228484,   210.00899645,   165.00001002,
  277,   192.60735112,629514.37794485,   210.00708512,   165.00001001,
  278,   175.50367556,629582.97775698,   210.00838338,   165.00001002,
  279,   239.71683778,629736.37464495,   210.01128642,   165.00001002,
  280,   199.05841889,629932.17007084,   210.01499186,   165.00001003,
  281,   178.72920945,630018.18776593,   210.01661975,   165.00001003,
  282,   241.32960472,630180.29359517,   210.01968762,   165.00001004,
  283,   199.86480236,630380.44349170,   210.02347546,   165.00001005,
  284,   179.13240118,630468.63842211,   210.02514456,   165.00001005,
  285,   168.76620059,630500.85586925,   210.02575427,   165.00001005,
  286,   163.58310030,630505.08457475,   210.02583430,   165.00001005,
  287,   233.75655015,630626.29590941,   210.02812823,   165.00001006,
  288,   196.07827507,630805.99855843,   210.03152912,   165.00001006,
  289,   250.00413754,631311.94686484,   210.04110422,     0.00001008,
  290,   236.37706877,632187.43299983,   210.05767284,     0.00001012,
  291,   118.68853438,632826.55104921,   210.06976819,     0.00001014,
  292,    59.84426719,633147.91005567,   210.07584993,     0.00001015,
  293,    30.42213360,633310.38954065,   210.07892486,     0.00001016,
  294,    15.71106680,633096.42926491,   210.07487565,   165.00001015,
  295,    14.29053340,632556.43210891,   210.06465617,   165.00001013,
  296,    13.58026670,632012.59951246,   210.05436411,   165.00001011,
  297,    13.22513335,631466.84919623,   210.04403575,   165.00001009,
  298,    13.04756667,630920.14001988,   210.03368925,   165.00001007,
  299,    12.95878334,630372.95141356,   210.02333368,   165.00001005,
  300,    12.91439167,629825.52309234,   210.01297356,   165.00001003,
  301,    85.65719583,629408.95191390,   210.00508993,   165.00001001,
  302,   122.02859792,629188.78630683,   210.00092328,   165.00001000,
  303,   140.21429896,629066.82348502,   209.99822929,   165.00001000,
  304,   149.30714948,628993.96205604,   209.99646620,   165.00001000,
  305,   153.85357474,628945.65132348,   209.99529718,   165.00001000,
  306,   156.12678737,629206.61593935,   210.00126071,     0.00001000,
  307,   148.35339368,629754.68022907,   210.01163286,     0.00001002,
  308,   144.46669684,630281.75635598,   210.02160780,     0.00001004,
  309,   142.52334842,630501.33840148,   210.02576341,   165.00001005,
  310,    77.69667421,630303.73440607,   210.02202374,   165.00001004,
  311,    45.28333711,629931.09839023,   210.01497158,   165.00001003,
  312,   101.84166855,629898.92336448,   210.01436267,     0.00001003,
  313,   121.21083428,630300.41783360,   210.02196097,     0.00001004,
  314,   130.89541714,630754.20904978,   210.03054900,     0.00001006,
  315,    65.94770857,631108.52663978,   210.03725448,     0.00001007,
  316,    33.47385428,631287.48541654,   210.04064128,     0.00001008,
  317,    17.23692714,631378.76478690,   210.04236875,     0.00001008,
  318,     9.11846357,631426.20445383,   210.04326655,     0.00001009,
  319,     5.05923179,631154.72426928,   210.03812877,   165.00001008,
  320,     8.96461589,630585.96715887,   210.02736501,   165.00001005,
  321,    10.91730795,630027.75458544,   210.01680081,   165.00001003,
  322,    11.89365397,629474.81428092,   210.00633638,   165.00001001,
  323,    85.14682699,629055.48711058,   209.99795497,   165.00001000,
  324,   194.53841349,628964.92050744,   209.99576345,   165.00001000,
  325,   176.46920675,629038.73418799,   209.99754959,   165.00001000,
  326,   167.43460337,629063.76101042,   209.99815518,   165.00001000,
  327,   235.68230169,629195.37140332,   210.00104791,   165.00001000,
  328,   197.04115084,629380.27358189,   210.00454719,   165.00001001,
  329,   250.48557542,629591.82165309,   210.00855075,   165.00001002,
  330,   204.44278771,629816.69267059,   210.01280645,   165.00001003,
  331,   181.42139386,629917.24816128,   210.01470947,   165.00001003,
  332,   169.91069693,629955.64588877,   210.01543614,   165.00001003,
  333,   236.92034846,630093.94173442,   210.01805340,   165.00001004,
  334,   197.66017423,630282.18663894,   210.02161595,   165.00001004,
  335,   250.79508712,630495.40607310,   210.02565114,   165.00001005,
  336,   204.59754356,630721.11277209,   210.02992265,   165.00001006,
  337,   181.49877178,630822.08610330,   210.03183358,   165.00001006,
  338,    97.18438589,630729.71575108,   210.03008546,   165.00001006,
  339,    55.02719294,630706.69655696,   210.02964982,     0.00001006,
  340,    28.01359647,630856.16994177,   210.03247861,     0.00001006,
  341,    14.50679824,630932.70661593,   210.03392707,     0.00001007,
  342,     7.75339912,630675.77493478,   210.02906463,   165.00001006,
  343,    10.31169956,630114.29207607,   210.01843853,   165.00001004,
  344,     5.65584978,629549.03362881,   210.00774098,   165.00001002,
  345,    82.02792489,629112.86438723,   209.99934338,   165.00001000,
  346,   120.21396244,628882.89974838,   209.99377873,   165.00000999,
  347,   139.30698122,628756.03741089,   209.99070893,   165.00000999,
  348,   148.85349061,628680.72622429,   209.98888657,   165.00000999,
  349,   153.62674531,628631.19061314,   209.98768791,   165.00000999,
  350,   156.01337265,628594.54278971,   209.98680111,   165.00000999,
  351,   229.97168633,628695.31585990,   209.98923960,   165.00000999,
  352,   194.18584316,628864.79937712,   209.99334074,   165.00000999,
  353,   249.05792158,629068.63811785,   209.99827320,   165.00001000,
  354,   203.72896079,629289.65447012,   210.00283222,   165.00001001,
  355,   253.82948040,629519.25962816,   210.00717751,   165.00001001,
  356,   206.11474020,629753.15918909,   210.01160407,   165.00001002,
  357,   255.02237010,629989.20595146,   210.01607127,   165.00001003,
  358,   206.71118505,630226.32631455,   210.02055879,   165.00001004,
  359,   255.32059252,630463.98347822,   210.02505646,   165.00001005,
  360,   279.62529626,630832.88604194,   210.03203796,   165.00001006,
  361,   291.77764813,631267.41130567,   210.04026138,   165.00001008,
  362,   152.32382407,631769.79391948,   210.04976900,     0.00001010,
  363,    76.66191203,632181.96820804,   210.05756942,     0.00001012,
  364,    38.83095602,632389.85533429,   210.06150370,     0.00001012,
  365,    19.91547801,632495.59887896,   210.06350490,     0.00001013,
  366,    10.45773900,632253.27063328,   210.05891882,   165.00001012,
  367,    11.66386950,631699.08949209,   210.04843091,   165.00001010,
  368,    12.26693475,631148.16490327,   210.03800463,   165.00001008,
  369,     6.63346738,630588.18559094,   210.02740699,   165.00001005,
  370,     9.75173369,630023.67891665,   210.01672367,   165.00001003,
  371,    84.07586684,629598.56856147,   210.00867844,   165.00001002,
  372,   121.23793342,629374.13336602,   210.00443099,   165.00001001,
  373,   139.81896671,629250.03575032,   210.00208243,   165.00001000,
  374,    76.34448336,629045.12992428,   209.99770435,   165.00001000,
  375,   117.37224168,628799.81999343,   209.99176838,   165.00000999,
  376,   137.88612084,628665.28500994,   209.98851292,   165.00000999,
  377,   148.14306042,628586.13750012,   209.98659772,   165.00000999,
  378,   153.27153021,628534.68372715,   209.98535265,   165.00000999,
  379,   155.83576510,628497.07682260,   209.98444265,   165.00000998,
  380,   157.11788255,628466.39335225,   209.98370017,   165.00000998,
  381,   157.75894128,628736.17159923,   209.99022822,     0.00000999,
  382,    79.37947064,629163.02070478,   210.00043567,     0.00001000,
  383,    40.18973532,629378.24523953,   210.00450880,     0.00001001,
  384,    20.59486766,629190.65748866,   210.00095870,   165.00001000,
  385,    89.49743383,628794.82359551,   209.99164748,   165.00000999,
  386,   196.71371691,628716.00363105,   209.98974020,   165.00000999,
  387,   250.32185846,629223.66763070,   210.00158341,     0.00001000,
  388,   195.45092923,630026.05861252,   210.01676871,     0.00001003,
  389,   168.01546461,630383.29808515,   210.02352949,   165.00001005,
  390,   163.20773231,630385.49980324,   210.02357115,   165.00001005,
  391,   160.80386615,630374.72064422,   210.02336716,   165.00001005,
  392,    86.83693308,630226.47404682,   210.02056158,   165.00001004,
  393,    49.85346654,629878.51673014,   210.01397647,   165.00001003,
  394,   104.12673327,629561.68105375,   210.00798034,   165.00001002,
  395,   131.26336663,629391.38319771,   210.00475744,   165.00001001,
  396,   144.83168332,629294.35425140,   210.00292116,   165.00001001,
  397,   151.61584166,629233.95976040,   210.00177819,   165.00001000,
  398,   155.00792083,629191.88249704,   210.00098188,   165.00001000,
  399,   229.46896041,629289.94084727,   210.00283764,   165.00001001,
  400,   193.93448021,629458.06700451,   210.00601944,   165.00001001,
  401,   176.16724010,629530.25006506,   210.00738550,   165.00001001,
  402,   167.28362005,629554.46157748,   210.00784371,   165.00001002,
  403,   162.84181003,629554.68731562,   210.00784798,   165.00001002,
  404,   233.38590501,629673.89716660,   210.01010403,   165.00001002,
  405,   195.89295251,629852.59907400,   210.01348598,   165.00001003,
  406,   177.14647625,629930.07000963,   210.01495212,   165.00001003,
  407,   167.77323813,629956.92545959,   210.01546036,   165.00001003,
  408,   163.08661906,629958.47316629,   210.01548965,   165.00001003,
  409,   160.74330953,629947.36700179,   210.01527947,   165.00001003,
  410,   232.33665477,630357.91090123,   210.02304903,     0.00001005,
  411,   116.66832738,630986.11983277,   210.03493792,     0.00001007,
  412,    58.83416369,631302.02428052,   210.04091643,     0.00001008,
  413,    29.91708185,631461.77648637,   210.04393975,     0.00001009,
  414,    15.45854092,631543.45257084,   210.04548548,     0.00001009,
  415,     8.22927046,631289.09059483,   210.04067166,   165.00001008,
  416,    83.31463523,630859.86958868,   210.03254863,   165.00001007,
  417,    42.15731762,630491.71906745,   210.02558136,   165.00001005,
  418,    21.57865881,630012.44378902,   210.01651105,   165.00001003,
  419,   162.75432940,629750.24313185,   210.01154889,   165.00001002,
  420,   160.57716470,630035.23978516,   210.01694246,     0.00001003,
  421,   223.34358235,630429.29709379,   210.02440002,   165.00001005,
  422,   118.10679118,630449.90772988,   210.02479008,   165.00001005,
  423,    65.48839559,630186.37902991,   210.01980278,   165.00001004,
  424,   111.94419779,629911.75766188,   210.01460556,   165.00001003,
  425,   207.93709890,629893.54395978,   210.01426086,   165.00001003,
  426,   183.16854945,630003.53409063,   210.01634243,   165.00001003,
  427,   170.78427472,630046.64913799,   210.01715839,   165.00001003,
  428,   237.35713736,630187.30364358,   210.01982028,   165.00001004,
  429,   197.87856868,630376.72787849,   210.02340515,   165.00001005,
  430,   178.13928434,630459.55997788,   210.02497275,   165.00001005,
  431,   241.03464217,630620.07300927,   210.02801047,   165.00001006,
  432,   199.71732109,630819.42650687,   210.03178324,   165.00001006,
  433,   179.05866054,630907.22323739,   210.03344480,   165.00001007,
