TIME,INFLOW (m3/s),OUTFLOW (m3/s),
  153,     9.90000000,    19.74469681,
  154,   300.96000000,    14.82234840,
  155,   592.02000000,   157.89117420,
  156,   574.20000000,   374.95558710,
  157,   454.41000000,   474.57779355,
  158,   361.35000000,   464.49389678,
  159,   215.82000000,   412.92194839,
  160,   155.43000000,   314.37097419,
  161,   300.96000000,   234.90048710,
  162,   155.43000000,   267.93024355,
  163,   137.61000000,   211.68012177,
  164,   155.43000000,   174.64506089,
  165,   300.96000000,   165.03753044,
  166,   155.43000000,   232.99876522,
  167,   219.78000000,   194.21438261,
  168,   219.78000000,   206.99719131,
  169,     1.00000000,   213.38859565,
  170,     1.00000000,   107.19429783,
  171,     1.00000000,    54.09714891,
  172,     1.00000000,    27.54857446,
  173,     1.00000000,    14.27428723,
  174,     1.00000000,     7.63714361,
  175,     1.00000000,     4.31857181,
  176,     9.90000000,     2.65928590,
  177,     9.90000000,     6.27964295,
  178,   300.96000000,     8.08982148,
  179,   428.67000000,   154.52491074,
  180,   428.67000000,   291.59745537,
  181,   155.43000000,   360.13372768,
  182,     9.90000000,   257.78186384,
  183,   446.49000000,   133.84093192,
  184,   446.49000000,   290.16546596,
  185,   300.96000000,   368.32773298,
  186,   428.67000000,   334.64386649,
  187,   283.14000000,   381.65693325,
  188,   155.43000000,   332.39846662,
  189,     9.90000000,   243.91423331,
  190,   155.43000000,   126.90711666,
  191,   300.96000000,   141.16855833,
  192,   300.96000000,   221.06427916,
  193,   137.61000000,   261.01213958,
  194,     1.00000000,   199.31106979,
  195,     1.00000000,   100.15553490,
  196,     1.00000000,    50.57776745,
  197,     9.90000000,    25.78888372,
  198,     9.90000000,    17.84444186,
  199,     9.90000000,    13.87222093,
  200,     1.00000000,    11.88611047,
  201,     9.90000000,     6.44305523,
  202,     9.90000000,     8.17152762,
  203,   137.61000000,     9.03576381,
  204,   137.61000000,    73.32288190,
  205,   155.43000000,   105.46644095,
  206,     9.90000000,   130.44822048,
  207,   155.43000000,    70.17411024,
  208,   300.96000000,   112.80205512,
  209,   300.96000000,   206.88102756,
  210,   428.67000000,   253.92051378,
  211,   510.84000000,   341.29525689,
  212,   300.96000000,   426.06762844,
  213,   219.78000000,   363.51381422,
  214,   300.96000000,   291.64690711,
  215,   300.96000000,   296.30345356,
  216,   137.61000000,   298.63172678,
  217,   137.61000000,   218.12086339,
  218,   137.61000000,   177.86543169,
  219,     1.00000000,   157.73771585,
  220,     1.00000000,    79.36885792,
  221,   137.61000000,    40.18442896,
  222,     1.00000000,    88.89721448,
  223,     9.90000000,    44.94860724,
  224,     9.90000000,    27.42430362,
  225,     9.90000000,    18.66215181,
  226,   300.96000000,    14.28107591,
  227,   446.49000000,   157.62053795,
  228,   283.14000000,   302.05526898,
  229,   283.14000000,   292.59763449,
  230,   146.52000000,   287.86881724,
  231,    93.06000000,   217.19440862,
  232,   366.30000000,   155.12720431,
  233,   366.30000000,   260.71360216,
  234,   185.13000000,   313.50680108,
  235,   185.13000000,   249.31840054,
  236,   185.13000000,   217.22420027,
  237,   185.13000000,   201.17710013,
  238,   476.19000000,   193.15355007,
  239,   325.71000000,   334.67177503,
  240,   325.71000000,   330.19088752,
  241,   325.71000000,   327.95044376,
  242,   180.18000000,   326.83022188,
  243,     1.00000000,   253.50511094,
  244,     1.00000000,   127.25255547,
  245,     1.00000000,    64.12627773,
  246,     1.00000000,    32.56313887,
  247,     1.00000000,    16.78156943,
  248,     9.90000000,     8.89078472,
  249,     9.90000000,     9.39539236,
  250,    27.72000000,     9.64769618,
  251,   173.25000000,    18.68384809,
  252,   155.43000000,    95.96692404,
  253,   300.96000000,   125.69846202,
  254,   447.48000000,   213.32923101,
  255,   447.48000000,   330.40461551,
