TIME,INFLOW(m3/s),STORAGE(1000m3),ELEVATION(m),OUTFLOW(m3/s),
  308,   291.43856965,642082.16075022,   210.24493113,   230.00001049,
  309,   182.71928482,642107.64485066,   210.24541342,   230.00001049,
  310,   128.35964241,641839.58688199,   210.24034040,   230.00001048,
  311,   174.67982121,641971.05787857,   210.24282850,     0.00001049,
  312,   303.33991060,642831.49335797,   210.25911229,     0.00001052,
  313,   294.16995530,643907.01107857,   210.27946652,     0.00001056,
  314,   216.08497765,644825.46991999,   210.29684841,     0.00001059,
  315,   108.54248883,645409.79932139,   210.30790688,     0.00001062,
  316,    74.27124441,645738.86400297,   210.31413444,     0.00001063,
  317,    57.13562221,645975.39632457,   210.31861083,     0.00001064,
  318,    48.56781110,645814.66246627,   210.31556893,   195.00001063,
  319,    43.78390555,645278.89551781,   210.30542951,   195.00001061,
  320,    41.39195278,644730.21202448,   210.29504565,   195.00001059,
  321,    40.19597639,644175.07025893,   210.28453956,   195.00001057,
  322,    39.59798819,643616.69935706,   210.27397236,   195.00001055,
  323,   112.79899410,643189.01388724,   210.26587839,   195.00001053,
  324,   222.89949705,643091.27113345,   210.26402860,   195.00001053,
  325,   277.94974852,643290.79973767,   210.26780469,   195.00001054,
  326,   305.47487426,643638.96402090,   210.27439372,   195.00001055,
  327,   245.73743713,643929.14614342,   210.27988543,   195.00001056,
  328,   362.86871857,644322.63718579,   210.28733227,   195.00001057,
  329,   421.43435928,645086.38268788,   210.30178620,   165.00001060,
  330,   362.21717964,645902.95541962,   210.31723988,   165.00001063,
  331,   185.10858982,646240.14176639,   210.32362115,   195.00001065,
  332,   406.05429491,646602.23492067,   210.33047379,   195.00001066,
  333,   443.02714746,647428.58147865,   210.34611244,   195.00001069,
  334,   461.51357373,648300.75473814,   210.36261837,   225.00001073,
  335,   485.75678686,649249.84134848,   210.38057989,   195.00001076,
  336,   335.87848602,650026.78480079,   210.39528359,   195.00001079,
  337,   260.93957735,650399.05727603,   210.40232887,   195.00001080,
  338,   149.97053323,650787.69543626,   210.40968387,     0.00001082,
  339,    76.98665863,651196.21834271,   210.41741518,     0.00001083,
  340,    40.49565299,651407.68646476,   210.42141723,     0.00001084,
  341,    22.25125993,651169.63086903,   210.41691201,   195.00001083,
  342,    13.13022395,650531.31750104,   210.40483190,   195.00001081,
